Datum,Warengruppe,Umsatz,Wochentag,Kategorie
2016-03-15,2,274.617100464435,Tuesday,Broetchen
2016-03-16,2,284.674093245276,Wednesday,Broetchen
2016-03-17,2,292.66701959477,Thursday,Broetchen
2016-03-18,2,271.254945413232,Friday,Broetchen
2016-03-19,2,380.23741771866,Saturday,Broetchen
2016-03-20,2,527.51544193685,Sunday,Broetchen
2016-03-21,2,270.390507218686,Monday,Broetchen
2016-03-22,2,305.474521378648,Tuesday,Broetchen
2016-03-23,2,328.778860928535,Wednesday,Broetchen
2016-03-26,2,603.695640303816,Saturday,Broetchen
2016-03-27,2,684.171162722579,Sunday,Broetchen
2016-03-28,2,593.601919712894,Monday,Broetchen
2016-03-29,2,384.312439396431,Tuesday,Broetchen
2016-03-30,2,337.623139607796,Wednesday,Broetchen
2016-03-31,2,368.852751120523,Thursday,Broetchen
2016-04-01,2,369.569826021304,Friday,Broetchen
2016-04-02,2,436.278040312197,Saturday,Broetchen
2016-04-03,2,401.200597393477,Sunday,Broetchen
2016-04-04,2,261.63640016653,Monday,Broetchen
2016-04-05,2,246.716621441029,Tuesday,Broetchen
2016-04-06,2,285.481476537921,Wednesday,Broetchen
2016-04-07,2,281.790814958438,Thursday,Broetchen
2016-04-08,2,256.02856475427,Friday,Broetchen
2016-04-09,2,350.321119468727,Saturday,Broetchen
2016-04-10,2,396.748147555459,Sunday,Broetchen
2016-04-11,2,266.366625292038,Monday,Broetchen
2016-04-12,2,258.442290134172,Tuesday,Broetchen
2016-04-13,2,264.607767409568,Wednesday,Broetchen
2016-04-14,2,265.260826538153,Thursday,Broetchen
2016-04-15,2,252.480598904069,Friday,Broetchen
2016-04-16,2,343.737114318693,Saturday,Broetchen
2016-04-17,2,414.521614252364,Sunday,Broetchen
2016-04-18,2,278.295779079878,Monday,Broetchen
2016-04-19,2,246.549064599033,Tuesday,Broetchen
2016-04-20,2,237.679797411646,Wednesday,Broetchen
2016-04-21,2,275.748854017986,Thursday,Broetchen
2016-04-22,2,275.38376345089,Friday,Broetchen
2016-04-23,2,332.231280619225,Saturday,Broetchen
2016-04-24,2,390.150348783304,Sunday,Broetchen
2016-04-25,2,291.664653265081,Monday,Broetchen
2016-04-26,2,259.458654116745,Tuesday,Broetchen
2016-04-27,2,245.398926176158,Wednesday,Broetchen
2016-04-28,2,253.333171941653,Thursday,Broetchen
2016-04-29,2,303.736923397452,Friday,Broetchen
2016-04-30,2,358.802853523612,Saturday,Broetchen
2016-05-01,2,482.578324661218,Sunday,Broetchen
2016-05-02,2,320.995419915468,Monday,Broetchen
2016-05-03,2,289.708731482993,Tuesday,Broetchen
2016-05-04,2,340.854574986743,Wednesday,Broetchen
2016-05-05,2,520.85778075021,Thursday,Broetchen
2016-05-06,2,549.571974612779,Friday,Broetchen
2016-05-07,2,513.379310537856,Saturday,Broetchen
2016-05-08,2,603.774496490781,Sunday,Broetchen
2016-05-09,2,316.234375653089,Monday,Broetchen
2016-05-10,2,305.219598795191,Tuesday,Broetchen
2016-05-11,2,309.345908790116,Wednesday,Broetchen
2016-05-12,2,322.631252723179,Thursday,Broetchen
2016-05-13,2,329.450437716182,Friday,Broetchen
2016-05-14,2,451.821867120768,Saturday,Broetchen
2016-05-15,2,522.220037792634,Sunday,Broetchen
2016-05-16,2,571.613453642502,Monday,Broetchen
2016-05-17,2,399.004465280682,Tuesday,Broetchen
2016-05-18,2,374.186876677991,Wednesday,Broetchen
2016-05-19,2,332.185760629374,Thursday,Broetchen
2016-05-20,2,349.453247646396,Friday,Broetchen
2016-05-21,2,417.308630991789,Saturday,Broetchen
2016-05-22,2,399.272621728124,Sunday,Broetchen
2016-05-23,2,339.099125176726,Monday,Broetchen
2016-05-24,2,297.823624960247,Tuesday,Broetchen
2016-05-25,2,275.388396878139,Wednesday,Broetchen
2016-05-26,2,382.775874053643,Thursday,Broetchen
2016-05-27,2,428.082278565753,Friday,Broetchen
2016-05-28,2,475.9291538663,Saturday,Broetchen
2016-05-29,2,536.394778519185,Sunday,Broetchen
2016-05-30,2,352.200537133603,Monday,Broetchen
2016-05-31,2,336.967608768399,Tuesday,Broetchen
2016-06-01,2,329.675592570305,Wednesday,Broetchen
2016-06-02,2,300.201116439216,Thursday,Broetchen
2016-06-03,2,360.161707281065,Friday,Broetchen
2016-06-04,2,484.977536743856,Saturday,Broetchen
2016-06-05,2,505.183025938884,Sunday,Broetchen
2016-06-06,2,336.086485363912,Monday,Broetchen
2016-06-07,2,335.422218343796,Tuesday,Broetchen
2016-06-08,2,359.982420677576,Wednesday,Broetchen
2016-06-09,2,346.890563142984,Thursday,Broetchen
2016-06-10,2,382.462286135426,Friday,Broetchen
2016-06-11,2,411.583071431955,Saturday,Broetchen
2016-06-12,2,493.709599656085,Sunday,Broetchen
2016-06-13,2,321.713222457414,Monday,Broetchen
2016-06-14,2,306.10547510178,Tuesday,Broetchen
2016-06-15,2,279.035829075679,Wednesday,Broetchen
2016-06-16,2,305.679673037153,Thursday,Broetchen
2016-06-17,2,349.831794411109,Friday,Broetchen
2016-06-18,2,455.115566690297,Saturday,Broetchen
2016-06-19,2,515.510722561944,Sunday,Broetchen
2016-06-20,2,414.129888774016,Monday,Broetchen
2016-06-21,2,390.81874030213,Tuesday,Broetchen
2016-06-22,2,437.625292013129,Wednesday,Broetchen
2016-06-23,2,444.85642620105,Thursday,Broetchen
2016-06-24,2,504.789708077128,Friday,Broetchen
2016-06-25,2,770.940264429072,Saturday,Broetchen
2016-06-26,2,673.058408685448,Sunday,Broetchen
2016-06-27,2,457.726032088298,Monday,Broetchen
2016-06-28,2,402.680603677028,Tuesday,Broetchen
2016-06-29,2,370.9905058322,Wednesday,Broetchen
2016-06-30,2,402.024053504751,Thursday,Broetchen
2016-07-01,2,359.955266934243,Friday,Broetchen
2016-07-02,2,458.046656207515,Saturday,Broetchen
2016-07-03,2,549.801708096745,Sunday,Broetchen
2016-07-04,2,366.052910892549,Monday,Broetchen
2016-07-05,2,390.290376373584,Tuesday,Broetchen
2016-07-06,2,423.119096446191,Wednesday,Broetchen
2016-07-08,2,406.844268769529,Friday,Broetchen
2016-07-09,2,411.184304372527,Saturday,Broetchen
2016-07-10,2,603.862275871903,Sunday,Broetchen
2016-07-11,2,434.120775058025,Monday,Broetchen
2016-07-12,2,442.540104956313,Tuesday,Broetchen
2016-07-13,2,441.154248420539,Wednesday,Broetchen
2016-07-14,2,477.904668200072,Thursday,Broetchen
2016-07-15,2,455.61544571849,Friday,Broetchen
2016-07-16,2,501.587558806011,Saturday,Broetchen
2016-07-17,2,666.527946705603,Sunday,Broetchen
2016-07-19,2,498.531530465481,Tuesday,Broetchen
2016-07-20,2,504.911090771417,Wednesday,Broetchen
2016-07-21,2,518.05696353344,Thursday,Broetchen
2016-07-22,2,552.606019978418,Friday,Broetchen
2016-07-23,2,649.673625708709,Saturday,Broetchen
2016-07-24,2,642.671545332675,Sunday,Broetchen
2016-07-25,2,578.144391563216,Monday,Broetchen
2016-07-26,2,591.405293925478,Tuesday,Broetchen
2016-07-27,2,599.470800802549,Wednesday,Broetchen
2016-07-28,2,589.818472576254,Thursday,Broetchen
2016-07-29,2,585.737375255411,Friday,Broetchen
2016-07-30,2,654.881851014471,Saturday,Broetchen
2016-07-31,2,705.270631053338,Sunday,Broetchen
2016-08-01,2,612.243855464434,Monday,Broetchen
2016-08-02,2,640.359288495899,Tuesday,Broetchen
2016-08-03,2,546.681324306856,Wednesday,Broetchen
2016-08-04,2,572.9375007087,Thursday,Broetchen
2016-08-05,2,582.139047360436,Friday,Broetchen
2016-08-06,2,627.399879345698,Saturday,Broetchen
2016-08-07,2,717.630142641236,Sunday,Broetchen
2016-08-08,2,590.364639279926,Monday,Broetchen
2016-08-09,2,614.057655871662,Tuesday,Broetchen
2016-08-10,2,591.248086981698,Wednesday,Broetchen
2016-08-11,2,598.898338586543,Thursday,Broetchen
2016-08-12,2,628.540557526445,Friday,Broetchen
2016-08-13,2,738.269009184729,Saturday,Broetchen
2016-08-16,2,563.245539657153,Tuesday,Broetchen
2016-08-17,2,580.959984588054,Wednesday,Broetchen
2016-08-18,2,517.663284471291,Thursday,Broetchen
2016-08-19,2,547.814607365311,Friday,Broetchen
2016-08-20,2,727.82813857717,Saturday,Broetchen
2016-08-21,2,611.969263585254,Sunday,Broetchen
2016-08-22,2,503.322164342482,Monday,Broetchen
2016-08-23,2,394.591725517269,Tuesday,Broetchen
2016-08-24,2,421.314999974756,Wednesday,Broetchen
2016-08-25,2,423.336573971822,Thursday,Broetchen
2016-08-26,2,457.308960245821,Friday,Broetchen
2016-08-27,2,591.839425440136,Saturday,Broetchen
2016-08-28,2,601.750589159833,Sunday,Broetchen
2016-08-29,2,375.061712132817,Monday,Broetchen
2016-08-30,2,363.235887655092,Tuesday,Broetchen
2016-08-31,2,365.214393739474,Wednesday,Broetchen
2016-09-01,2,414.957000694047,Thursday,Broetchen
2016-09-02,2,387.212025911342,Friday,Broetchen
2016-09-03,2,448.508773592816,Saturday,Broetchen
2016-09-04,2,504.632657854187,Sunday,Broetchen
2016-09-05,2,359.122720726491,Monday,Broetchen
2016-09-06,2,377.634634092805,Tuesday,Broetchen
2016-09-07,2,335.203709564339,Wednesday,Broetchen
2016-09-08,2,414.047201809759,Thursday,Broetchen
2016-09-09,2,388.211917631675,Friday,Broetchen
2016-09-10,2,507.689903698188,Saturday,Broetchen
2016-09-11,2,545.176831557782,Sunday,Broetchen
2016-09-12,2,360.218015490865,Monday,Broetchen
2016-09-13,2,357.809460758136,Tuesday,Broetchen
2016-09-14,2,362.729463906085,Wednesday,Broetchen
2016-09-15,2,349.380070632085,Thursday,Broetchen
2016-09-16,2,351.893580474176,Friday,Broetchen
2016-09-17,2,407.185483742369,Saturday,Broetchen
2016-09-18,2,480.542581284257,Sunday,Broetchen
2016-09-19,2,348.610476356749,Monday,Broetchen
2016-09-20,2,328.479395676693,Tuesday,Broetchen
2016-09-21,2,320.751362736203,Wednesday,Broetchen
2016-09-22,2,333.491710900249,Thursday,Broetchen
2016-09-23,2,334.835340053426,Friday,Broetchen
2016-09-24,2,382.884661267337,Saturday,Broetchen
2016-09-25,2,467.862772221578,Sunday,Broetchen
2016-09-26,2,288.924972627933,Monday,Broetchen
2016-09-27,2,308.430274429297,Tuesday,Broetchen
2016-09-28,2,276.95747509989,Wednesday,Broetchen
2016-09-29,2,304.639393081772,Thursday,Broetchen
2016-09-30,2,292.054154725351,Friday,Broetchen
2016-10-01,2,422.462880305042,Saturday,Broetchen
2016-10-02,2,562.125467854407,Sunday,Broetchen
2016-10-03,2,484.636032498125,Monday,Broetchen
2016-10-04,2,334.855690002673,Tuesday,Broetchen
2016-10-05,2,313.330103838322,Wednesday,Broetchen
2016-10-06,2,345.113524952996,Thursday,Broetchen
2016-10-07,2,383.204234938422,Friday,Broetchen
2016-10-08,2,366.932902975983,Saturday,Broetchen
2016-10-09,2,496.810974350594,Sunday,Broetchen
2016-10-10,2,380.153458343839,Monday,Broetchen
2016-10-11,2,376.573866608268,Tuesday,Broetchen
2016-10-12,2,344.070542410265,Wednesday,Broetchen
2016-10-13,2,373.773464347884,Thursday,Broetchen
2016-10-14,2,362.891896618259,Friday,Broetchen
2016-10-15,2,419.758055396142,Saturday,Broetchen
2016-10-16,2,531.445003131207,Sunday,Broetchen
2016-10-17,2,384.771661762652,Monday,Broetchen
2016-10-18,2,401.418865570001,Tuesday,Broetchen
2016-10-19,2,413.509458544512,Wednesday,Broetchen
2016-10-20,2,361.39994077193,Thursday,Broetchen
2016-10-21,2,344.284592144664,Friday,Broetchen
2016-10-22,2,362.998937459473,Saturday,Broetchen
2016-10-23,2,432.075653766841,Sunday,Broetchen
2016-10-24,2,283.900274763154,Monday,Broetchen
2016-10-25,2,275.214526471799,Tuesday,Broetchen
2016-10-26,2,289.426912922535,Wednesday,Broetchen
2016-10-27,2,270.934898095161,Thursday,Broetchen
2016-10-28,2,259.659612215792,Friday,Broetchen
2016-10-29,2,302.126163329756,Saturday,Broetchen
2016-10-30,2,473.283997822259,Sunday,Broetchen
2016-10-31,2,326.876981669562,Monday,Broetchen
2016-11-01,2,247.262323992562,Tuesday,Broetchen
2016-11-02,2,258.630529285405,Wednesday,Broetchen
2016-11-03,2,279.971350500935,Thursday,Broetchen
2016-11-04,2,243.545607844563,Friday,Broetchen
2016-11-05,2,281.817751432173,Saturday,Broetchen
2016-11-06,2,460.230229180135,Sunday,Broetchen
2016-11-07,2,255.648328676303,Monday,Broetchen
2016-11-08,2,204.169287713438,Tuesday,Broetchen
2016-11-09,2,225.625409365451,Wednesday,Broetchen
2016-11-10,2,222.952935466743,Thursday,Broetchen
2016-11-11,2,248.496512725195,Friday,Broetchen
2016-11-12,2,334.977522413811,Saturday,Broetchen
2016-11-13,2,474.067020573429,Sunday,Broetchen
2016-11-14,2,241.872122463559,Monday,Broetchen
2016-11-15,2,226.597706259018,Tuesday,Broetchen
2016-11-16,2,223.910531432435,Wednesday,Broetchen
2016-11-17,2,217.353481812849,Thursday,Broetchen
2016-11-18,2,251.940427195203,Friday,Broetchen
2016-11-19,2,241.369289867448,Saturday,Broetchen
2016-11-20,2,401.605485731958,Sunday,Broetchen
2016-11-21,2,269.243262515845,Monday,Broetchen
2016-11-22,2,291.595873590611,Tuesday,Broetchen
2016-11-23,2,228.728425858361,Wednesday,Broetchen
2016-11-24,2,260.982600573745,Thursday,Broetchen
2016-11-25,2,273.012101942408,Friday,Broetchen
2016-11-26,2,352.306886988669,Saturday,Broetchen
2016-11-27,2,469.43311875982,Sunday,Broetchen
2016-11-28,2,250.19685466648,Monday,Broetchen
2016-11-29,2,267.035376741299,Tuesday,Broetchen
2016-11-30,2,269.284875545542,Wednesday,Broetchen
2016-12-01,2,289.176303581184,Thursday,Broetchen
2016-12-02,2,251.175708024115,Friday,Broetchen
2016-12-03,2,303.777431914782,Saturday,Broetchen
2016-12-04,2,425.776045338157,Sunday,Broetchen
2016-12-05,2,248.023029715188,Monday,Broetchen
2016-12-06,2,242.026570423275,Tuesday,Broetchen
2016-12-07,2,254.664630713786,Wednesday,Broetchen
2016-12-08,2,286.690546648509,Thursday,Broetchen
2016-12-09,2,240.502242286095,Friday,Broetchen
2016-12-10,2,345.301145371851,Saturday,Broetchen
2016-12-11,2,486.685095537576,Sunday,Broetchen
2016-12-12,2,207.604751430375,Monday,Broetchen
2016-12-13,2,233.770001608963,Tuesday,Broetchen
2016-12-14,2,221.942272035382,Wednesday,Broetchen
2016-12-15,2,249.859463715467,Thursday,Broetchen
2016-12-16,2,231.827718336113,Friday,Broetchen
2016-12-18,2,565.041664760473,Sunday,Broetchen
2016-12-19,2,228.043120399182,Monday,Broetchen
2016-12-20,2,230.544660181159,Tuesday,Broetchen
2016-12-21,2,262.933974860887,Wednesday,Broetchen
2016-12-22,2,294.632086675127,Thursday,Broetchen
2016-12-23,2,320.332320272135,Friday,Broetchen
2016-12-24,2,435.412836448077,Saturday,Broetchen
2016-12-27,2,353.797791827776,Tuesday,Broetchen
2016-12-28,2,369.891376672855,Wednesday,Broetchen
2016-12-29,2,412.345692402398,Thursday,Broetchen
2016-12-30,2,488.254599774454,Friday,Broetchen
2016-12-31,2,569.614587079687,Saturday,Broetchen
2017-01-02,2,363.785766586536,Monday,Broetchen
2017-01-03,2,309.961108123739,Tuesday,Broetchen
2017-01-04,2,299.025295009328,Wednesday,Broetchen
2017-01-05,2,336.671269192301,Thursday,Broetchen
2017-01-06,2,275.932996044414,Friday,Broetchen
2017-01-07,2,270.247354621077,Saturday,Broetchen
2017-01-08,2,352.056991405427,Sunday,Broetchen
2017-01-09,2,238.253386603281,Monday,Broetchen
2017-01-10,2,204.467443051391,Tuesday,Broetchen
2017-01-11,2,174.999832388788,Wednesday,Broetchen
2017-01-12,2,209.351176619157,Thursday,Broetchen
2017-01-13,2,226.484139777162,Friday,Broetchen
2017-01-14,2,264.018180316324,Saturday,Broetchen
2017-01-15,2,370.953894851707,Sunday,Broetchen
2017-01-16,2,221.861834510936,Monday,Broetchen
2017-01-17,2,237.865415972532,Tuesday,Broetchen
2017-01-18,2,229.183246697448,Wednesday,Broetchen
2017-01-19,2,217.31433192757,Thursday,Broetchen
2017-01-20,2,246.618836422496,Friday,Broetchen
2017-01-21,2,271.392050660175,Saturday,Broetchen
2017-01-22,2,378.605208890515,Sunday,Broetchen
2017-01-23,2,200.650869397269,Monday,Broetchen
2017-01-24,2,224.008464683995,Tuesday,Broetchen
2017-01-25,2,215.33818679634,Wednesday,Broetchen
2017-01-26,2,248.421889120763,Thursday,Broetchen
2017-01-27,2,247.138197864919,Friday,Broetchen
2017-01-28,2,313.682969192529,Saturday,Broetchen
2017-01-29,2,379.072962437235,Sunday,Broetchen
2017-01-30,2,239.843727193044,Monday,Broetchen
2017-01-31,2,221.330857530692,Tuesday,Broetchen
2017-02-01,2,239.504840288098,Wednesday,Broetchen
2017-02-02,2,222.76706749452,Thursday,Broetchen
2017-02-03,2,212.92401534834,Friday,Broetchen
2017-02-04,2,276.252863559981,Saturday,Broetchen
2017-02-05,2,374.084257351283,Sunday,Broetchen
2017-02-06,2,237.959555280101,Monday,Broetchen
2017-02-07,2,266.645083093324,Tuesday,Broetchen
2017-02-08,2,249.061981621222,Wednesday,Broetchen
2017-02-09,2,250.490563349257,Thursday,Broetchen
2017-02-10,2,261.357365889667,Friday,Broetchen
2017-02-11,2,370.184991912543,Saturday,Broetchen
2017-02-12,2,416.379213088695,Sunday,Broetchen
2017-02-13,2,253.451793499213,Monday,Broetchen
2017-02-14,2,255.75728975769,Tuesday,Broetchen
2017-02-15,2,278.538706748637,Wednesday,Broetchen
2017-02-16,2,309.868693401512,Thursday,Broetchen
2017-02-17,2,272.294876852516,Friday,Broetchen
2017-02-18,2,428.420760681624,Saturday,Broetchen
2017-02-19,2,447.567200414903,Sunday,Broetchen
2017-02-20,2,253.268174669793,Monday,Broetchen
2017-02-21,2,228.580529593722,Tuesday,Broetchen
2017-02-22,2,190.339694203761,Wednesday,Broetchen
2017-02-23,2,211.823498155332,Thursday,Broetchen
2017-02-24,2,239.782123705357,Friday,Broetchen
2017-02-25,2,312.627992129368,Saturday,Broetchen
2017-02-26,2,428.913586120998,Sunday,Broetchen
2017-02-27,2,309.386402370393,Monday,Broetchen
2017-02-28,2,229.94140636776,Tuesday,Broetchen
2017-03-01,2,249.680771523383,Wednesday,Broetchen
2017-03-02,2,236.090084433661,Thursday,Broetchen
2017-03-03,2,238.976721219758,Friday,Broetchen
2017-03-04,2,294.842273268246,Saturday,Broetchen
2017-03-05,2,402.778273319068,Sunday,Broetchen
2017-03-06,2,243.60177838846,Monday,Broetchen
2017-03-07,2,220.995436239232,Tuesday,Broetchen
2017-03-08,2,229.762106992602,Wednesday,Broetchen
2017-03-09,2,270.975919358021,Thursday,Broetchen
2017-03-10,2,269.069152280242,Friday,Broetchen
2017-03-11,2,275.941241422517,Saturday,Broetchen
2017-03-12,2,491.90798485682,Sunday,Broetchen
2017-03-13,2,242.464512144723,Monday,Broetchen
2017-03-14,2,243.409665197197,Tuesday,Broetchen
2017-03-15,2,241.207717005148,Wednesday,Broetchen
2017-03-16,2,227.081015697025,Thursday,Broetchen
2017-03-17,2,225.002939044633,Friday,Broetchen
2017-03-18,2,287.843905619013,Saturday,Broetchen
2017-03-19,2,381.163708694666,Sunday,Broetchen
2017-03-20,2,225.438695753547,Monday,Broetchen
2017-03-21,2,234.577222381036,Tuesday,Broetchen
2017-03-22,2,239.754869003961,Wednesday,Broetchen
2017-03-23,2,242.789527548901,Thursday,Broetchen
2017-03-24,2,263.089113905418,Friday,Broetchen
2017-03-25,2,332.663651438926,Saturday,Broetchen
2017-03-26,2,439.134557811679,Sunday,Broetchen
2017-03-27,2,281.658152255303,Monday,Broetchen
2017-03-28,2,301.988407159166,Tuesday,Broetchen
2017-03-29,2,283.901062102534,Wednesday,Broetchen
2017-03-30,2,258.352530429171,Thursday,Broetchen
2017-03-31,2,335.790960706967,Friday,Broetchen
2017-04-01,2,400.922478349418,Saturday,Broetchen
2017-04-02,2,432.301825932669,Sunday,Broetchen
2017-04-03,2,281.878141494214,Monday,Broetchen
2017-04-04,2,281.892523822351,Tuesday,Broetchen
2017-04-05,2,250.769371674356,Wednesday,Broetchen
2017-04-06,2,254.338964495354,Thursday,Broetchen
2017-04-07,2,334.908836896616,Friday,Broetchen
2017-04-08,2,437.165237854628,Saturday,Broetchen
2017-04-09,2,436.776106619664,Sunday,Broetchen
2017-04-10,2,371.780197997679,Monday,Broetchen
2017-04-11,2,358.664757300646,Tuesday,Broetchen
2017-04-12,2,355.373078137408,Wednesday,Broetchen
2017-04-13,2,538.001607100292,Thursday,Broetchen
2017-04-15,2,703.461610637217,Saturday,Broetchen
2017-04-16,2,587.643444652763,Sunday,Broetchen
2017-04-17,2,535.752770931191,Monday,Broetchen
2017-04-18,2,385.935119291841,Tuesday,Broetchen
2017-04-19,2,335.51977175735,Wednesday,Broetchen
2017-04-20,2,379.098895887089,Thursday,Broetchen
2017-04-21,2,362.773394053737,Friday,Broetchen
2017-04-22,2,288.896109942583,Saturday,Broetchen
2017-04-23,2,344.478120384968,Sunday,Broetchen
2017-04-24,2,252.01457232722,Monday,Broetchen
2017-04-25,2,264.954804770732,Tuesday,Broetchen
2017-04-26,2,249.875360970281,Wednesday,Broetchen
2017-04-27,2,307.530107231385,Thursday,Broetchen
2017-04-28,2,307.704983145882,Friday,Broetchen
2017-04-29,2,398.46430059208,Saturday,Broetchen
2017-04-30,2,562.916646456546,Sunday,Broetchen
2017-05-02,2,315.630672686886,Tuesday,Broetchen
2017-05-03,2,284.682835501851,Wednesday,Broetchen
2017-05-04,2,295.915357606995,Thursday,Broetchen
2017-05-05,2,285.806850844963,Friday,Broetchen
2017-05-06,2,362.221217999852,Saturday,Broetchen
2017-05-07,2,508.869139944886,Sunday,Broetchen
2017-05-08,2,311.132934202698,Monday,Broetchen
2017-05-09,2,329.987372950283,Tuesday,Broetchen
2017-05-10,2,336.064196426434,Wednesday,Broetchen
2017-05-11,2,363.473342078586,Thursday,Broetchen
2017-05-12,2,367.750542687151,Friday,Broetchen
2017-05-13,2,459.7247031502,Saturday,Broetchen
2017-05-14,2,530.58659713245,Sunday,Broetchen
2017-05-15,2,342.889202042715,Monday,Broetchen
2017-05-16,2,313.764952419603,Tuesday,Broetchen
2017-05-17,2,280.817288739061,Wednesday,Broetchen
2017-05-18,2,292.893495200293,Thursday,Broetchen
2017-05-19,2,323.868172489266,Friday,Broetchen
2017-05-20,2,399.207931088701,Saturday,Broetchen
2017-05-21,2,490.732842299275,Sunday,Broetchen
2017-05-22,2,320.454391423915,Monday,Broetchen
2017-05-23,2,298.6104668373,Tuesday,Broetchen
2017-05-24,2,321.683000444292,Wednesday,Broetchen
2017-05-25,2,482.301654528959,Thursday,Broetchen
2017-05-26,2,477.872595597851,Friday,Broetchen
2017-05-27,2,466.44498663774,Saturday,Broetchen
2017-05-28,2,562.175923774896,Sunday,Broetchen
2017-05-29,2,353.209476241264,Monday,Broetchen
2017-05-30,2,317.086764790425,Tuesday,Broetchen
2017-05-31,2,312.984752322811,Wednesday,Broetchen
2017-06-01,2,326.444731043874,Thursday,Broetchen
2017-06-02,2,352.166900202888,Friday,Broetchen
2017-06-03,2,430.671317030427,Saturday,Broetchen
2017-06-04,2,475.727406203782,Sunday,Broetchen
2017-06-05,2,631.207142909744,Monday,Broetchen
2017-06-06,2,405.757523699606,Tuesday,Broetchen
2017-06-07,2,328.179059389348,Wednesday,Broetchen
2017-06-08,2,333.992680117377,Thursday,Broetchen
2017-06-09,2,360.541873839481,Friday,Broetchen
2017-06-10,2,394.659748547811,Saturday,Broetchen
2017-06-11,2,468.687847891715,Sunday,Broetchen
2017-06-12,2,321.626699370205,Monday,Broetchen
2017-06-13,2,359.221168966116,Tuesday,Broetchen
2017-06-14,2,329.596145708856,Wednesday,Broetchen
2017-06-15,2,442.307093391398,Thursday,Broetchen
2017-06-16,2,452.798153358759,Friday,Broetchen
2017-06-17,2,578.780125724772,Saturday,Broetchen
2017-06-18,2,586.165188828483,Sunday,Broetchen
2017-06-19,2,382.488175663817,Monday,Broetchen
2017-06-20,2,434.849517951858,Tuesday,Broetchen
2017-06-21,2,430.906719081176,Wednesday,Broetchen
2017-06-22,2,418.672448020086,Thursday,Broetchen
2017-06-23,2,439.210505371538,Friday,Broetchen
2017-06-24,2,631.28176537999,Saturday,Broetchen
2017-06-25,2,577.997897373246,Sunday,Broetchen
2017-06-26,2,343.416699850294,Monday,Broetchen
2017-06-27,2,352.863655088474,Tuesday,Broetchen
2017-06-28,2,375.93664906759,Wednesday,Broetchen
2017-06-29,2,359.267467899639,Thursday,Broetchen
2017-06-30,2,332.500323215319,Friday,Broetchen
2017-07-01,2,443.178850570886,Saturday,Broetchen
2017-07-02,2,477.995936942089,Sunday,Broetchen
2017-07-03,2,373.267876537498,Monday,Broetchen
2017-07-05,2,457.585596181938,Wednesday,Broetchen
2017-07-06,2,448.518282397681,Thursday,Broetchen
2017-07-07,2,476.283376116767,Friday,Broetchen
2017-07-08,2,580.465886398025,Saturday,Broetchen
2017-07-09,2,613.942968297244,Sunday,Broetchen
2017-07-10,2,403.02834298579,Monday,Broetchen
2017-07-11,2,423.994881388252,Tuesday,Broetchen
2017-07-12,2,395.371907193752,Wednesday,Broetchen
2017-07-13,2,460.294611216087,Thursday,Broetchen
2017-07-14,2,455.738678370628,Friday,Broetchen
2017-07-15,2,671.168738211215,Saturday,Broetchen
2017-07-16,2,596.167592528165,Sunday,Broetchen
2017-07-17,2,487.240000029275,Monday,Broetchen
2017-07-18,2,498.207067945866,Tuesday,Broetchen
2017-07-19,2,480.701110944238,Wednesday,Broetchen
2017-07-20,2,516.025848097357,Thursday,Broetchen
2017-07-21,2,557.68775678789,Friday,Broetchen
2017-07-22,2,703.366173269316,Saturday,Broetchen
2017-07-23,2,607.272441480619,Sunday,Broetchen
2017-07-24,2,579.28803115614,Monday,Broetchen
2017-07-25,2,510.733529654244,Tuesday,Broetchen
2017-07-26,2,507.820179245606,Wednesday,Broetchen
2017-07-27,2,582.549770241516,Thursday,Broetchen
2017-07-28,2,551.167149777235,Friday,Broetchen
2017-07-29,2,557.05720038088,Saturday,Broetchen
2017-07-30,2,605.805099130182,Sunday,Broetchen
2017-07-31,2,548.102447200155,Monday,Broetchen
2017-08-01,2,557.470897762849,Tuesday,Broetchen
2017-08-02,2,584.846712161711,Wednesday,Broetchen
2017-08-03,2,483.068231580132,Thursday,Broetchen
2017-08-04,2,542.553671194929,Friday,Broetchen
2017-08-05,2,641.275312196642,Saturday,Broetchen
2017-08-06,2,591.809052421491,Sunday,Broetchen
2017-08-07,2,533.297032767377,Monday,Broetchen
2017-08-08,2,573.241944463135,Tuesday,Broetchen
2017-08-09,2,502.947388962741,Wednesday,Broetchen
2017-08-10,2,500.543723798549,Thursday,Broetchen
2017-08-11,2,505.047502675496,Friday,Broetchen
2017-08-12,2,573.942499138818,Saturday,Broetchen
2017-08-13,2,537.191803566869,Sunday,Broetchen
2017-08-14,2,516.880895848593,Monday,Broetchen
2017-08-15,2,546.664314691533,Tuesday,Broetchen
2017-08-16,2,469.926063751212,Wednesday,Broetchen
2017-08-17,2,473.637718291986,Thursday,Broetchen
2017-08-18,2,479.414134575115,Friday,Broetchen
2017-08-19,2,580.484834323311,Saturday,Broetchen
2017-08-20,2,590.703195653633,Sunday,Broetchen
2017-08-21,2,515.578324075335,Monday,Broetchen
2017-08-22,2,476.178832179405,Tuesday,Broetchen
2017-08-23,2,429.116714335813,Wednesday,Broetchen
2017-08-24,2,422.213771239195,Thursday,Broetchen
2017-08-25,2,442.732011562091,Friday,Broetchen
2017-08-26,2,564.453618112439,Saturday,Broetchen
